class   code	description
icd9procs	84.62	颈全椎间盘假体置入
icd9procs	84.63	胸椎间盘假体置入
icd9procs	84.64	腰骶部分椎间盘假体置入
icd9procs	84.65	腰骶全椎间盘假体置入
icd9procs	84.66	颈人工椎间盘修复术或假体置换
icd9procs	84.67	胸人工椎间盘脊椎修复术或置换假体
icd9procs	84.68	腰骶部人工椎间盘假体修复术或置换
icd9procs	84.69	人工椎间盘假体的修复术或置换NOS
icd9procs	84.7	外部固定装置的附加编码
icd9procs	84.71	外部固定装置应用，单相系统
icd9procs	84.72	外部固定装置的应用，环型系统
icd9procs	84.73	混合外部固定装置的应用
icd9procs	84.8	脊柱后路运动保护装置的置入、置换和修复术
icd9procs	84.80	棘突装置的置入或置换
icd9procs	84.81	棘突装置的修复术
icd9procs	84.82	椎弓根动力稳定装置的置入或置换术
icd9procs	84.83	椎弓根动力稳定装置的修复术
icd9procs	84.84	椎骨关节面置换装置的置入或置换术
icd9procs	84.85	椎骨关节面置换装置的修复术
icd9procs	84.9	肌肉骨骼系统的其他手术
icd9procs	84.91	截断术NOS
icd9procs	84.92	等份联体双胎分离术
icd9procs	84.93	联体双胎不等份分离术
icd9procs	84.94	胸骨插入刚性板固定装置
icd9procs	84.99	肌肉骨骼系统的其他手术
icd9procs	85	乳房手术
icd9procs	85.0	乳房切开术
icd9procs	85.1	乳房诊断性操作
icd9procs	85.11	闭合性[经皮][针吸]乳房活组织检查
icd9procs	85.12	开放性乳房活组织检查
icd9procs	85.19	乳房其他诊断性操作
icd9procs	85.2	乳房组织切除术或破坏术
icd9procs	85.2	乳房组织切除术或破坏术
icd9procs	85.20	乳房组织切除术或破坏术NOS
icd9procs	85.21	乳房病损局部切除术
icd9procs	85.21	乳房病损局部切除术
icd9procs	85.22	乳房象限切除术
icd9procs	85.23	乳房次全切除术
icd9procs	85.24	异位乳房组织切除术
icd9procs	85.24	异位乳房组织切除术
icd9procs	85.25	乳头切除术
icd9procs	85.3	缩小性乳房成形术和皮下乳房切除术
icd9procs	85.31	单侧缩小性乳房成形术
icd9procs	85.32	双侧缩小性乳房成形术
icd9procs	85.33	单侧皮下乳房切除术伴同期植入术
icd9procs	85.34	其他单侧皮下乳房切除术
icd9procs	85.35	双侧皮下乳房切除术伴同时植入术
icd9procs	85.36	其他双侧皮下乳房切除术
icd9procs	85.4	乳房切除术
icd9procs	85.4	乳房切除术
icd9procs	85.41	单侧单纯乳房切除术
icd9procs	85.42	双侧单纯乳房切除术
icd9procs	85.43	单侧扩大的单纯乳房切除术
icd9procs	85.43	单侧扩大的单纯乳房切除术
icd9procs	85.44	双侧扩大的单纯乳房切除术
icd9procs	85.45	单侧根治性乳房切除术
icd9procs	85.46	双侧根治性乳房切除术
icd9procs	85.47	单侧扩大根治性乳房切除术
icd9procs	85.48	双侧扩大根治性乳房切除术
icd9procs	85.5	增大性乳房成形术
icd9procs	85.50	增大性乳房成形术NOS
icd9procs	85.51	单侧乳房注入，为了增大
icd9procs	85.52	双侧乳房注入，为了增大
icd9procs	85.53	单侧乳房植入术
icd9procs	85.54	双侧乳房植入术
icd9procs	85.55	乳房脂肪移植
icd9procs	85.6	乳房固定术
icd9procs	85.7	乳房全部重建术
icd9procs	85.70	乳房全部再造术，NOS
icd9procs	85.71	背阔肌肌皮瓣
icd9procs	85.72	横行腹直肌肌皮(TRAM)瓣，带蒂的
icd9procs	85.73	横行腹直肌肌皮(TRAM)瓣，游离的
icd9procs	85.74	腹壁下动脉穿支(DIEP)皮瓣，游离的
icd9procs	85.75	下腹壁浅动脉(SIEA)皮瓣，游离的
icd9procs	85.76	臀动脉穿支(GAP)皮瓣，游离的
icd9procs	85.79	其他全乳房再造术
icd9procs	85.8	乳房其他修补术和整形术
icd9procs	85.81	乳房裂伤缝合术
icd9procs	85.82	中厚皮片移植至乳房
icd9procs	85.83	全层皮片移植至乳房
icd9procs	85.84	带蒂皮瓣移植至乳房
icd9procs	85.85	肌瓣移植至乳房
icd9procs	85.86	乳头移位术
icd9procs	85.87	乳头其他修补术或重建术
icd9procs	85.89	其他乳房成形术
icd9procs	85.9	乳房其他手术
icd9procs	85.91	乳房抽吸术
icd9procs	85.92	乳房治疗性药物注入
icd9procs	85.93	乳房植入物修复术
icd9procs	85.94	去除乳房植入物
icd9procs	85.95	乳房组织扩张器置入
icd9procs	85.96	乳房组织扩张器去除
icd9procs	85.99	乳房其他手术
icd9procs	86	皮肤和皮下组织手术
icd9procs	86.0	皮肤和皮下组织切开术
icd9procs	86.0	皮肤和皮下组织切开术
icd9procs	86.01	皮肤和皮下组织抽吸
icd9procs	86.02	皮肤病损或缺损注射或纹身
icd9procs	86.03	藏毛窦或囊肿切开术
icd9procs	86.04	皮肤和皮下组织的其他切开术伴引流术
icd9procs	86.05	皮肤和皮下组织切开术伴异物或装置去除
icd9procs	86.05	皮肤和皮下组织切开术伴异物或装置去除
icd9procs	86.06	完全可植入型的输注泵置入
icd9procs	86.07	完全可植入型血管通路装置的置入[VAD]
icd9procs	86.09	皮肤和皮下组织的其他切开术
icd9procs	86.09	皮肤和皮下组织的其他切开术
icd9procs	86.1	皮肤和皮下组织的诊断性操作
icd9procs	86.11	皮肤和皮下组织的活组织检查
icd9procs	86.19	皮肤和皮下组织的其他诊断性操作
icd9procs	86.2	皮肤和皮下组织病损或组织的切除术或破坏术
icd9procs	86.21	藏毛囊肿或窦的切除术
icd9procs	86.22	伤口、感染或烧伤的切除性清创术
icd9procs	86.23	指(趾)甲、甲床或甲褶去除
icd9procs	86.24	皮肤化学外科
icd9procs	86.25	磨皮术
icd9procs	86.26	皮肤附件结扎术
icd9procs	86.27	指(趾)甲、指(趾)甲床或指(趾)甲褶清创术
icd9procs	86.28	伤口、感染或烧伤的非切除性清创术
icd9procs	86.3	皮肤和皮下组织的病损或组织其他局部切除术或破坏术
icd9procs	86.4	皮肤病损根治性切除术
icd9procs	86.5	皮肤和皮下组织的缝合术或其他闭合术
icd9procs	86.51	头皮再植术
icd9procs	86.59	其他部位的皮肤和皮下组织闭合术
icd9procs	86.6	游离皮肤移植
icd9procs	86.60	游离皮肤移植NOS
icd9procs	86.61	手的全层皮肤移植术
icd9procs	86.62	手的其他皮肤移植术
icd9procs	86.63	其他部位全层皮肤移植术
icd9procs	86.64	毛发移植
icd9procs	86.65	异种移植物至皮肤
icd9procs	86.66	同种移植物至皮肤
icd9procs	86.67	皮肤再生移植物
icd9procs	86.69	其他皮肤移植至其他部位
icd9procs	86.7	带蒂皮瓣或皮瓣移植
icd9procs	86.70	带蒂皮瓣或皮瓣移植NOS
icd9procs	86.71	带蒂皮瓣或皮瓣移植物切割和修补术
icd9procs	86.72	带蒂皮瓣移植物前徙术
icd9procs	86.73	手的带蒂皮瓣或皮瓣移植物附着术
icd9procs	86.74	其他部位的带蒂皮瓣或皮瓣移植物附着术
icd9procs	86.75	带蒂皮瓣或皮瓣移植的修复术
icd9procs	86.8	皮肤和皮下组织的其他修补术和重建术
icd9procs	86.81	面部松驰修补术
icd9procs	86.82	面部的皱纹切除术
icd9procs	86.83	体积缩小性整形术
icd9procs	86.84	皮肤疤痕或蹼状挛缩松驰术
icd9procs	86.85	并指（趾）矫正术
icd9procs	86.86	甲成形术
icd9procs	86.87	皮肤与皮下组织的脂肪移植
icd9procs	86.89	皮肤和皮下组织的其他修补术和重建术
icd9procs	86.9	皮肤和皮下组织的其他手术
icd9procs	86.90	为移植或库存的脂肪抽吸
icd9procs	86.91	皮肤切除用作移植物
icd9procs	86.92	皮肤的电解和其他除毛术
icd9procs	86.93	组织扩张器置入
icd9procs	86.94	单列神经刺激脉冲发生器置入或置换,未指出可再充电的
icd9procs	86.95	双列神经刺激脉冲发生器的置入或置换,未指明为可充电型
icd9procs	86.96	其他神经刺激器的置入或置换
icd9procs	86.97	单列可充电型神经刺激器脉冲发生器的置换或置入
icd9procs	86.98	多列（两列或更多列）可充电型神经刺激器脉冲发生器的置换或置入
icd9procs	86.99	皮肤和皮下组织的其他手术
icd9procs	87	诊断性放射学
icd9procs	87.0	面、头和颈的软组织Ｘ线检查
icd9procs	87.01	气脑造影图
icd9procs	87.02	大脑和颅骨的其他对比剂造影图
icd9procs	87.03	头部计算机轴向断层照相术
icd9procs	87.04	头部其他断层照相术
icd9procs	87.05	对比剂泪囊造影图
icd9procs	87.06	对比剂鼻咽造影图
icd9procs	87.07	对比剂喉造影图
icd9procs	87.08	颈淋巴管造影
icd9procs	87.09	面、头和颈的其他软组织Ｘ线检查
icd9procs	87.1	面、头和颈其他Ｘ线检查
icd9procs	87.11	全口牙Ｘ线检查
icd9procs	87.12	其他牙Ｘ线检查
icd9procs	87.13	对比剂颞下颌关节造影图
icd9procs	87.14	对比剂眼眶造影图
icd9procs	87.15	对比剂鼻窦造影图
icd9procs	87.16	面骨其他Ｘ线检查
icd9procs	87.17	颅骨其他Ｘ线检查
icd9procs	87.2	脊柱Ｘ线检查
icd9procs	87.21	对比剂脊髓造影图
icd9procs	87.22	颈椎其他Ｘ线检查
icd9procs	87.23	胸椎其他Ｘ线检查
icd9procs	87.24	腰骶椎其他Ｘ线检查
icd9procs	87.29	脊柱其他Ｘ线检查
icd9procs	87.3	胸软组织Ｘ线检查
icd9procs	87.31	气管内支气管造影术
icd9procs	87.32	其他对比剂支气管造影图
icd9procs	87.33	纵隔充气造影图
icd9procs	87.34	胸内淋巴管造影图
icd9procs	87.35	对比剂乳房管造影图
icd9procs	87.36	乳房干版Ｘ线照相术
icd9procs	87.37	其他乳腺造影术
icd9procs	87.38	胸壁窦道Ｘ线照相
icd9procs	87.39	胸壁其他软组织Ｘ线
icd9procs	87.4	胸其他Ｘ线
icd9procs	87.41	胸计算机轴向断层照相术
icd9procs	87.42	胸其他断层照相术
icd9procs	87.43	肋骨、胸骨和锁骨Ｘ线检查
icd9procs	87.44	常规胸部Ｘ线
icd9procs	87.49	其他胸部Ｘ线检查
icd9procs	87.5	胆道Ｘ线检查
icd9procs	87.51	经皮肝胆管造影图
icd9procs	87.52	静脉胆管造影图
icd9procs	87.53	手术中胆管造影图
icd9procs	87.54	其他胆管造影图
icd9procs	87.59	其他胆道Ｘ线检查
icd9procs	87.6	消化系统其他Ｘ线检查
icd9procs	87.61	吞钡
icd9procs	87.62	上胃消化道系列造影
icd9procs	87.63	小肠造影
icd9procs	87.64	下消化道系列造影
icd9procs	87.65	肠的其他Ｘ线
icd9procs	87.66	对比剂胰腺造影图
icd9procs	87.69	其他消化道Ｘ线检查
icd9procs	87.7	泌尿系统Ｘ线检查
icd9procs	87.71	肾计算机轴向断层照相术
icd9procs	87.72	其他肾断层照相
icd9procs	87.73	静脉内肾盂造影图
icd9procs	87.74	逆行肾盂造影图
icd9procs	87.75	经皮肾盂造影图
icd9procs	87.76	逆行膀胱尿道造影图
icd9procs	87.77	其他膀胱造影图
icd9procs	87.78	回肠代膀胱造影图
icd9procs	87.79	泌尿系统的其他Ｘ线检查
icd9procs	87.8	女性生殖器官Ｘ线检查
icd9procs	87.81	妊娠子宫Ｘ线检查
icd9procs	87.82	气体对比剂子宫输卵管造影图
icd9procs	87.83	不透光染色对比剂子宫输卵管造影图
icd9procs	87.84	经皮子宫造影图
icd9procs	87.85	输卵管和子宫的其他Ｘ线检查
icd9procs	87.89	女性生殖器官的其他Ｘ线检查
icd9procs	87.9	男性生殖器官Ｘ线检查
icd9procs	87.91	对比剂精囊造影图
icd9procs	87.92	前列腺和精囊的其他Ｘ线检查
icd9procs	87.93	对比剂附睾造影图
icd9procs	87.94	对比剂输精管造影图
icd9procs	87.95	附睾和输精管的其他Ｘ线检查
icd9procs	87.99	男性生殖器官的其他Ｘ线检查
icd9procs	88	其他诊断性放射学和相关技术
icd9procs	88.0	腹部软组织Ｘ线检查
icd9procs	88.01	腹部计算机轴向断层照相术
icd9procs	88.02	其他腹部断层照相术
icd9procs	88.03	腹壁窦道造影图
icd9procs	88.04	腹淋巴管造影图
icd9procs	88.09	腹壁的其他软组织Ｘ线检查
icd9procs	88.1	腹部的其他Ｘ线检查
icd9procs	88.11	盆腔不透光染色对比剂放射照相术
icd9procs	88.12	盆腔气体对比放射照相术
icd9procs	88.13	其他腹腔充气造影图
icd9procs	88.14	腹膜后瘘管造影图
icd9procs	88.15	腹膜后充气造影图
icd9procs	88.16	其他腹膜后Ｘ线检查
icd9procs	88.19	腹部其他Ｘ线检查
icd9procs	88.2	四肢和骨盆的骨骼Ｘ线检查
icd9procs	88.21	肩和上臂的骨骼Ｘ线检查
icd9procs	88.22	肘和前臂的骨骼Ｘ线检查
icd9procs	88.23	腕和手的骨骼Ｘ线检查
icd9procs	88.24	上肢骨骼Ｘ线检查NOS
icd9procs	88.25	骨盆测量
icd9procs	88.26	骨盆和髋的其他骨骼Ｘ线检查
icd9procs	88.27	大腿、膝和小腿的骨骼Ｘ线检查
icd9procs	88.28	踝和足的骨骼Ｘ线检查
icd9procs	88.29	下肢骨骼Ｘ线检查NOS
icd9procs	88.3	其他Ｘ线检查
icd9procs	88.31	骨骼摄片
icd9procs	88.32	对比剂关节造影图
icd9procs	88.33	其他骨骼Ｘ线检查
icd9procs	88.34	上肢淋巴管造影图
icd9procs	88.35	上肢的其他软组织Ｘ线检查
icd9procs	88.36	下肢的淋巴管造影图
icd9procs	88.37	下肢的其他软组织Ｘ线检查
icd9procs	88.38	其他计算机轴向断层照相术
icd9procs	88.39	Ｘ线检查NOS
icd9procs	88.4	对比剂动脉造影术
icd9procs	88.4	对比剂动脉造影术
icd9procs	88.40	对比剂动脉造影术,未特指的部位
icd9procs	88.41	脑动脉造影术
icd9procs	88.42	主动脉造影术
icd9procs	88.43	肺动脉造影术
icd9procs	88.44	其他胸内动脉造影术
icd9procs	88.45	肾动脉造影术
icd9procs	88.46	胎盘动脉造影术
icd9procs	88.47	其他腹内动脉造影术
icd9procs	88.47	其他腹内动脉造影术
icd9procs	88.48	股和其他下肢动脉造影术
icd9procs	88.48	股和其他下肢动脉造影术
icd9procs	88.49	其他特指部位的动脉造影
icd9procs	88.49	其他特指部位的动脉造影
icd9procs	88.5	对比剂心血管造影术
icd9procs	88.50	心血管造影术NOS
icd9procs	88.51	腔静脉心血管造影术
icd9procs	88.52	右心脏结构的心血管造影术
icd9procs	88.53	左心脏结构的心血管造影术
icd9procs	88.54	联合的右和左心脏心血管造影术
icd9procs	88.55	单根导管的冠状动脉造影术
icd9procs	88.56	用两根导管的冠状动脉造影术
icd9procs	88.57	其他和未特指的冠状动脉造影术
icd9procs	88.58	负对比剂心脏X-线照相术
icd9procs	88.59	手术中冠状动脉荧光血管造影术
icd9procs	88.6	静脉造影术
icd9procs	88.6	静脉造影术
icd9procs	88.60	对比剂静脉造影术,未特指的部位
icd9procs	88.61	用对比剂头和颈部静脉造影术
icd9procs	88.62	用对比剂肺静脉造影术
icd9procs	88.63	用对比剂其他胸内静脉造影术
icd9procs	88.64	用对比剂门静脉系统静脉造影术
icd9procs	88.65	用对比剂其他腹内静脉的静脉造影术
icd9procs	88.65	用对比剂其他腹内静脉的静脉造影术
icd9procs	88.66	用对比剂股和其他下肢静脉的静脉造影术
icd9procs	88.67	的其他特指部位的静脉造影术
icd9procs	88.67	的其他特指部位的静脉造影术
icd9procs	88.68	阻抗静脉造影术
icd9procs	88.7	诊断性超声
icd9procs	88.71	头和颈部的诊断性超声
icd9procs	88.72	心脏诊断性超声
icd9procs	88.73	胸的其他部位的诊断性超声
icd9procs	88.74	消化系统的诊断性超声
icd9procs	88.75	泌尿系统的诊断性超声
icd9procs	88.76	腹部和腹膜后的诊断性超声
icd9procs	88.77	周围血管系统的诊断性超声
icd9procs	88.78	妊娠子宫的诊断性超声
icd9procs	88.79	其他诊断性超声
icd9procs	88.8	热影像图
icd9procs	88.81	脑热影象图
icd9procs	88.82	眼热影象图
icd9procs	88.83	骨热影象图
icd9procs	88.84	肌热影象图
icd9procs	88.85	乳房热影象图
icd9procs	88.86	血管热影象图
icd9procs	88.89	其他部位热影象图
icd9procs	88.9	其他诊断性影像
icd9procs	88.90	诊断性影象NEC
icd9procs	88.91	大脑和脑干的磁共振成像
icd9procs	88.92	胸和心肌的磁共振成像
icd9procs	88.93	椎管磁共振成像
icd9procs	88.94	肌肉骨骼的磁共振成像
icd9procs	88.95	骨盆、前列腺和膀胱的磁共振成像
icd9procs	88.96	其他手术中磁共振影象
icd9procs	88.97	其他和未特指部位的磁共振成像
icd9procs	88.98	骨矿物质密度检查
icd9procs	89	会谈、评估、会诊和检查
icd9procs	89.0	诊断性会谈、会诊和评估
icd9procs	89.01	简单会谈和评估
icd9procs	89.02	局限性会谈和评估
icd9procs	89.03	全面会谈和评估
icd9procs	89.04	其他会谈和评估
icd9procs	89.05	诊断性会谈和评估NOS
icd9procs	89.06	局限性会诊
icd9procs	89.07	全面会诊
icd9procs	89.08	其他会诊
icd9procs	89.09	会诊NOS
icd9procs	89.1	解剖和生理测量与手法检查—神经系统和感觉器官
icd9procs	89.1	解剖和生理测量与手法检查—神经系统和感觉器官
icd9procs	89.10	颈内动脉异戊巴比妥试验
icd9procs	89.11	眼压测量法
icd9procs	89.12	鼻功能性检查
icd9procs	89.13	神经系统检查
icd9procs	89.14	脑电图
icd9procs	89.15	其他非手术性神经功能试验
icd9procs	89.16	新生儿颅骨透照法
icd9procs	89.17	睡眠脑电图
icd9procs	89.18	其他睡眠疾患功能试验
icd9procs	89.19	视频和无线电遥控脑电图监测
icd9procs	89.19	视频和无线电遥控脑电图监测
icd9procs	89.2	解剖和生理测量及手法检查—泌尿生殖系统
icd9procs	89.21	尿路压力测定
icd9procs	89.22	膀胱内压图
icd9procs	89.23	尿道括约肌肌电图
icd9procs	89.24	尿流量测定[UFR]
icd9procs	89.25	尿道压力分布图[UPP]
icd9procs	89.26	妇科检查
icd9procs	89.29	其他非手术性泌尿生殖系统测量
icd9procs	89.3	其他解剖和生理测量及手法检查
icd9procs	89.3	其他解剖和生理测量及手法检查
icd9procs	89.31	牙科检查
icd9procs	89.32	食管压力测定
icd9procs	89.33	肠造瘘口指检
icd9procs	89.34	直肠指检
icd9procs	89.35	鼻窦透照法
icd9procs	89.36	乳房手法检查
icd9procs	89.37	肺活量测定
icd9procs	89.38	其他非手术性呼吸测量
icd9procs	89.38	其他非手术性呼吸测量
icd9procs	89.39	其他非手术性测量和检查
icd9procs	89.4	心脏应激试验、起搏器和除颤器检查
icd9procs	89.41	踏旋器运动测验测定心血管应激功能
icd9procs	89.42	马斯特斯二阶应激试验
icd9procs	89.43	自行车测力计测定心血管应激功能
icd9procs	89.44	其他心血管应激试验
icd9procs	89.45	人工起搏器速率检查
icd9procs	89.46	人工起搏器伪差波形检查
icd9procs	89.47	人工起搏器电极阻抗检查
icd9procs	89.48	人工起搏器电压或电流阈值检查
icd9procs	89.49	自动化可植入的复率器或/除颤器(AICD)检查
icd9procs	89.5	其他非手术性心脏和血管诊断性操作
icd9procs	89.50	流动心脏监测
icd9procs	89.51	节率心电图
icd9procs	89.52	心电图
icd9procs	89.53	心电向量图(用ECG)
icd9procs	89.54	心电监测
icd9procs	89.55	用ECG导联的心音图
icd9procs	89.56	用ECG导联的颈动脉搏动
icd9procs	89.57	心尖心动图(用ECG导联)
icd9procs	89.58	体积描记图
icd9procs	89.59	其他非手术性心脏和血管测量
icd9procs	89.6	循环监测
icd9procs	89.60	持续性动脉内血气监测
icd9procs	89.61	全身动脉压监测
icd9procs	89.62	中心静脉压监测
icd9procs	89.63	肺动脉压监测
icd9procs	89.64	肺动脉楔形监测
icd9procs	89.65	全身动脉血气测量
icd9procs	89.66	混合静脉血气测量
icd9procs	89.67	心脏排出量监测，用氧耗技术
icd9procs	89.68	心脏排出量监测，用其他技术
icd9procs	89.69	冠状动脉血流监测
icd9procs	89.7	全身体格检查
icd9procs	89.8	尸检
icd9procs	90	显微镜检查-Ⅰ
icd9procs	90.0	神经系统标本和脊髓液的显微镜检查
icd9procs	90.01	神经系统标本和脊髓液的显微镜检查，细菌涂片
icd9procs	90.02	神经系统标本和脊髓液的显微镜检查，培养
icd9procs	90.03	神经系统标本和脊髓液的显微镜检查，培养和敏感试验
icd9procs	90.04	神经系统标本和脊髓液的显微镜检查，寄生虫学检查
icd9procs	90.05	神经系统标本和脊髓液的显微镜检查，毒理学检查
icd9procs	90.06	神经系统标本和脊髓液的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	90.09	神经系统标本和脊髓液的显微镜检查其他显微镜检查
icd9procs	90.1	内分泌腺标本的显微镜检查NEC
icd9procs	90.11	内分泌腺标本的显微镜检查，NEC，细菌涂片
icd9procs	90.12	内分泌腺标本的显微镜检查，NEC，培养
icd9procs	90.13	内分泌腺标本的显微镜检查，NEC，培养和敏感试验
icd9procs	90.14	内分泌腺标本的显微镜检查，NEC，寄生虫学检查
icd9procs	90.15	内分泌腺标本的显微镜检查，NEC，毒理学检查
icd9procs	90.16	内分泌腺标本的显微镜检查，NEC，细胞块和帕帕尼科拉乌涂片
icd9procs	90.19	内分泌腺标本的显微镜检查，NEC其他显微镜检查
icd9procs	90.2	眼标本的显微镜检查
icd9procs	90.21	眼标本的显微镜检查，细菌涂片
icd9procs	90.22	眼标本的显微镜检查，培养
icd9procs	90.23	眼标本的显微镜检查，培养和敏感试验
icd9procs	90.24	眼标本的显微镜检查，寄生虫学检查
icd9procs	90.25	眼标本的显微镜检查，毒理学检查
icd9procs	90.26	眼标本的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	90.29	眼标本的显微镜检查其他显微镜检查
icd9procs	90.3	耳、鼻、咽和喉标本的显微镜检查
icd9procs	90.31	耳、鼻、咽和喉标本的显微镜检查，细菌涂片
icd9procs	90.32	耳、鼻、咽和喉标本的显微镜检查，培养
icd9procs	90.33	耳、鼻、咽和喉标本的显微镜检查，培养和敏感试验
icd9procs	90.34	耳、鼻、咽和喉标本的显微镜检查，寄生虫学检查
icd9procs	90.35	耳、鼻、咽和喉标本的显微镜检查，毒理学检查
icd9procs	90.36	耳、鼻、咽和喉标本的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	90.39	耳、鼻、咽和喉标本的显微镜检查其他显微镜检查
icd9procs	90.4	气管、支气管、胸膜、肺标本和其他胸部标本和痰的显微镜检查
icd9procs	90.41	气管、支气管、胸膜、肺标本和其他胸部标本和痰的显微镜检查，细菌涂片
icd9procs	90.42	气管、支气管、胸膜、肺标本和其他胸部标本和痰的显微镜检查，培养
icd9procs	90.43	气管、支气管、胸膜、肺标本和其他胸部标本和痰的显微镜检查，培养和敏感试验
icd9procs	90.44	气管、支气管、胸膜、肺标本和其他胸部标本和痰的显微镜检查，寄生虫学检查
icd9procs	90.45	气管、支气管、胸膜、肺标本和其他胸部标本和痰的显微镜检查，毒理学检查
icd9procs	90.46	气管、支气管、胸膜、肺标本和其他胸部标本和痰的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	90.49	气管、支气管、胸膜、肺标本和其他胸部标本和痰的显微镜检查其他显微镜检查
icd9procs	90.5	血显微镜检查
icd9procs	90.51	血显微镜检查，细菌涂片
icd9procs	90.52	血显微镜检查，培养
icd9procs	90.53	血显微镜检查，培养和敏感试验
icd9procs	90.54	血显微镜检查，寄生虫学检查
icd9procs	90.55	血显微镜检查，毒理学检查
icd9procs	90.56	血显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	90.59	血显微镜检查其他显微镜检查
icd9procs	90.6	脾和骨髓的标本显微镜检查
icd9procs	90.61	脾标本和骨髓的显微镜检查，细菌涂片
icd9procs	90.62	脾标本和骨髓的显微镜检查，培养
icd9procs	90.63	脾标本和骨髓的显微镜检查，培养和敏感试验
icd9procs	90.64	脾标本和骨髓的显微镜检查，寄生虫学检查
icd9procs	90.65	脾标本和骨髓的显微镜检查，毒理学检查
icd9procs	90.66	脾标本和骨髓的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	90.69	脾标本和骨髓的显微镜检查其他显微镜检查
icd9procs	90.7	淋巴结和淋巴标本的显微镜检查
icd9procs	90.71	淋巴结和淋巴标本的显微镜检查，细菌涂片
icd9procs	90.72	淋巴结和淋巴标本的显微镜检查，培养
icd9procs	90.73	淋巴结和淋巴标本的显微镜检查，培养和敏感试验
icd9procs	90.74	淋巴结和淋巴标本的显微镜检查，寄生虫学检查
icd9procs	90.75	淋巴结和淋巴标本的显微镜检查，毒理学检查
icd9procs	90.76	淋巴结和淋巴标本的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	90.79	淋巴结和淋巴标本的显微镜检查其他显微镜检查
icd9procs	90.8	上消化道标本和呕吐物的显微镜检查
icd9procs	90.81	上消化道标本和呕吐物的显微镜检查，细菌涂片
icd9procs	90.82	上消化道标本和呕吐物的显微镜检查，培养
icd9procs	90.83	上消化道标本和呕吐物的显微镜检查，培养和敏感试验
icd9procs	90.84	上消化道标本和呕吐物的显微镜检查，寄生虫学检查
icd9procs	90.85	上消化道标本和呕吐物的显微镜检查，毒理学检查
icd9procs	90.86	上消化道标本和呕吐物的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	90.89	上消化道标本和呕吐物的显微镜检查其他显微镜检查
icd9procs	90.9	下消化道标本和大便的显微镜检查
icd9procs	90.91	下消化道标本和大便的显微镜检查，细菌涂片
icd9procs	90.92	下消化道标本和大便的显微镜检查，培养
icd9procs	90.93	下消化道标本和大便的显微镜检查，培养和敏感试验
icd9procs	90.94	下消化道标本和大便的显微镜检查，寄生虫学检查
icd9procs	90.95	下消化道标本和大便的显微镜检查，毒理学检查
icd9procs	90.96	下消化道标本和大便的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	90.99	下消化道标本和大便的显微镜检查其他显微镜检查
icd9procs	91	显微镜检查-Ⅱ
icd9procs	91.0	肝、胆道和胰腺标本的显微镜检查
icd9procs	91.01	肝、胆道和胰腺标本的显微镜检查，细菌涂片
icd9procs	91.02	肝、胆道和胰腺标本的显微镜检查，培养
icd9procs	91.03	肝、胆道和胰腺标本的显微镜检查，培养和敏感试验
icd9procs	91.04	肝、胆道和胰腺标本的显微镜检查，寄生虫学检查
icd9procs	91.05	肝、胆道和胰腺标本的显微镜检查，毒理学检查
icd9procs	91.06	肝、胆道和胰腺标本的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	91.09	肝、胆道和胰腺标本的显微镜检查其他显微镜检查
icd9procs	91.1	腹膜和腹膜后标本的显微镜检查
icd9procs	91.11	腹膜和腹膜后标本的显微镜检查，细菌涂片
icd9procs	91.12	腹膜和腹膜后标本的显微镜检查，培养
icd9procs	91.13	腹膜和腹膜后标本的显微镜检查，培养和敏感试验
icd9procs	91.14	腹膜和腹膜后标本的显微镜检查，寄生虫学检查
icd9procs	91.15	腹膜和腹膜后标本的显微镜检查，毒理学检查
icd9procs	91.16	腹膜和腹膜后标本的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	91.19	腹膜和腹膜后标本的显微镜检查其他显微镜检查
icd9procs	91.2	肾、子宫、肾周和输尿管周围组织标本的显微镜检查
icd9procs	91.21	肾、子宫、肾周和输尿管周围组织标本的显微镜检查，细菌涂片
icd9procs	91.22	肾、子宫、肾周和输尿管周围组织标本的显微镜检查，培养
icd9procs	91.23	肾、子宫、肾周和输尿管周围组织标本的显微镜检查，培养和敏感试验
icd9procs	91.24	肾、子宫、肾周和输尿管周围组织标本的显微镜检查，寄生虫学检查
icd9procs	91.25	肾、子宫、肾周和输尿管周围组织标本的显微镜检查，毒理学检查
icd9procs	91.26	肾、子宫、肾周和输尿管周围组织标本的显微镜检查，细胞块和帕帕尼科拉乌涂片
icd9procs	91.29	肾、子宫、肾周和输尿管周围组织标本的显微镜检查其他显微镜检查
