class	code	description
disease	V79.1	非交通事故中公共汽车与其他和未特指机动车辆碰撞造成公共汽车乘客的损伤
disease	V79.2	非交通事故中公共汽车与其他和未特指机动车辆碰撞造成未特指的公共汽车乘员的损伤
disease	V79.3	[任何]公共汽车乘员在未特指的非交通事故中的损伤
disease	V79.4	交通事故中公共汽车与其他和未特指机动车辆碰撞造成公共汽车司机的损伤
disease	V79.5	交通事故中公共汽车与其他和未特指机动车辆碰撞造成公共汽车乘客的损伤
disease	V79.6	交通事故中公共汽车与其他和未特指机动车辆碰撞造成未特指的公共汽车乘员的损伤
disease	V79.8	[任何]公共汽车乘员在其他特指运输事故中的损伤
disease	V79.9	[任何]公共汽车乘员在未特指交通事故中的损伤
disease	V80	牲畜骑手或畜挽车辆乘员在运输事故中的损伤
disease	V80.0	在非碰撞性事故中骑手或乘员从牲畜或畜挽车辆上跌落或抛出
disease	V80.1	骑手或乘员在与行人或牲畜碰撞中的损伤
disease	V80.2	骑手或乘员在与脚踏车碰撞中的损伤
disease	V80.3	骑手或乘员在与两轮或三轮机动车碰撞中的损伤
disease	V80.4	骑手或乘员在与小汽车、轻型货车、篷车、重型运输车或公共汽车碰撞中的损伤
disease	V80.5	骑手或乘员在与其他特指的机动车辆碰撞中的损伤
disease	V80.6	骑手或乘员在与火车或铁路车辆碰撞中的损伤
disease	V80.7	骑手或乘员在与其他非机动车辆碰撞中的损伤
disease	V80.8	骑手或乘员在与固定或静止物体碰撞中的损伤
disease	V80.9	骑手或乘员在其他和未特指的运输事故中的损伤
disease	V81	火车或铁路车辆乘员在运输事故中的损伤
disease	V81.0	非交通事故中因与机动车辆碰撞造成火车或铁路车辆乘员的损伤
disease	V81.1	交通事故中因与机动车辆碰撞造成火车或铁路车辆乘员的损伤
disease	V81.2	因与铁路列车碰撞或被铁路车辆撞击造成火车或铁路车辆乘员的损伤
disease	V81.3	因与其他物体碰撞造成火车或铁路车辆乘员的损伤
disease	V81.4	在上下火车或铁路车辆时的人员损伤
disease	V81.5	火车或铁路车辆乘员在火车或铁路车辆上跌倒造成的损伤
disease	V81.6	火车或铁路车辆乘员从火车或铁路车辆上跌落造成的损伤
disease	V81.7	不伴有事先碰撞而出轨造成的火车或铁路车辆乘员的损伤
disease	V81.8	其他特指铁路事故中火车或铁路车辆乘员的损伤
disease	V81.9	未特指的铁路事故中火车或铁路车辆乘员的损伤
disease	V82	（市内有轨）电车乘员在运输事故中的损伤
disease	V82.0	非交通事故中因与机动车辆碰撞造成（市内有轨）电车乘员的损伤
disease	V82.1	交通事故中因与机动车辆碰撞造成V82.1（市内有轨）电车乘员的损伤
disease	V82.2	因与车辆碰撞或被车辆撞击造成（市内有轨）电车乘员的损伤
disease	V82.3	因与其他物体碰撞造成（市内有轨）电车乘员的损伤
disease	V82.4	在上下（市内有轨）电车时的人员损伤
disease	V82.5	（市内有轨）电车乘员在（市内有轨）电车上跌倒造成的损伤
disease	V82.6	（市内有轨）电车乘员从（市内有轨）电车上跌落造成的损伤
disease	V82.7	不伴有事先碰撞而出轨造成的（市内有轨）电车乘员的损伤
disease	V82.8	其他特指运输事故中（市内有轨）电车乘员的损伤
disease	V82.9	未特指的交通事故中（市内有轨）电车乘员的损伤
disease	V83	主要用于工业厂区的专用车辆上的乘员在运输事故中的损伤
disease	V83.0	交通事故中专用工业车辆上的司机的损伤
disease	V83.1	交通事故中专用工业车辆上的乘客的损伤
disease	V83.2	交通事故中专用工业车辆外部人员的损伤
disease	V83.3	交通事故中专用工业车辆上的未特指乘员的损伤
disease	V83.4	在上下专用工业车辆时的人员损伤
disease	V83.5	非交通事故中专用工业车辆上的司机的损伤
disease	V83.6	非交通事故中专用工业车辆上的乘客的损伤
disease	V83.7	非交通事故中专用工业车辆外部人员的损伤
disease	V83.9	非交通事故中专用工业车辆上的未特指乘员的损伤
disease	V84	主要用于农业的专用车辆上的乘员在运输事故中的损伤
disease	V84.0	交通事故中专用农业车辆上的司机的损伤
disease	V84.1	交通事故中专用农业车辆上的乘客的损伤
disease	V84.2	交通事故中专用农业车辆外部人员的损伤
disease	V84.3	交通事故中专用农业车辆上的未特指乘员的损伤
disease	V84.4	在上下专用农业车辆时的人员损伤
disease	V84.5	非交通事故中专用农业车辆上的司机的损伤
disease	V84.6	非交通事故中专用农业车辆上的乘客的损伤
disease	V84.7	非交通事故中专用农业车辆外部人员的损伤
disease	V84.9	非交通事故中专用农业车辆上的未特指乘员的损伤
disease	V85	专用建筑车辆上的乘员在运输事故中的损伤
disease	V85.0	交通事故中专用建筑车辆上的司机的损伤
disease	V85.1	交通事故中专用建筑车辆上的乘客的损伤
disease	V85.2	交通事故中专用建筑车辆外部人员的损伤
disease	V85.3	交通事故中专用建筑车辆上的未特指乘员的损伤
disease	V85.4	在上下专用建筑车辆时的人员损伤
disease	V85.5	非交通事故中专用建筑车辆上的司机的损伤
disease	V85.6	非交通事故中专用建筑车辆上的乘客的损伤
disease	V85.7	非交通事故中专用建筑车辆外部人员的损伤
disease	V85.9	非交通事故中专用建筑车辆上的未特指乘员的损伤
disease	V86	专用的全地带车辆或其他主要设计用于越野的机动车辆上的乘员在运输事故中的损伤
disease	V86.0	交通事故中全地带或其他越野机动车上的司机的损伤
disease	V86.1	交通事故中全地带或其他越野机动车上的乘客的损伤
disease	V86.2	交通事故中全地带或其他越野机动车外部人员的损伤
disease	V86.3	交通事故中全地带或其他越野机动车上的未特指乘员的损伤
disease	V86.4	在上下全地带或其他越野机动车时的人员损伤
disease	V86.5	非交通事故中全地带或其他越野机动车上的司机的损伤
disease	V86.6	非交通事故中全地带或其他越野机动车上的乘客的损伤
disease	V86.7	非交通事故中全地带或其他越野机动车外部人员的损伤
disease	V86.9	非交通事故中全地带或其他越野机动车上的未特指乘员的损伤
disease	V87	"特指类型的交通事故,但受害者的运输方式不明"
disease	V87.0	小汽车和两轮或三轮机动车之间碰撞造成的人员损伤（交通性）
disease	V87.1	其他机动车辆和两轮或三轮机动车之间碰撞造成的人员损伤（交通性）
disease	V87.2	小汽车和轻型货车或篷车之间碰撞造成的人员损伤（交通性）
disease	V87.3	小汽车和公共汽车之间碰撞造成的人员损伤（交通性）
disease	V87.4	小汽车和重型运输车之间碰撞造成的人员损伤（交通性）
disease	V87.5	重型运输车和公共汽车之间碰撞造成的人员损伤（交通性）
disease	V87.6	火车或铁路车辆和小汽车之间碰撞造成的人员损伤（交通性）
disease	V87.7	其他特指机动车辆之间碰撞造成的人员损伤（交通性）
disease	V87.8	其他特指的涉及机动车辆非碰撞性运输事故中的人员损伤（交通性）
disease	V87.9	其他特指的涉及非机动车辆（碰撞性）（非碰撞性）运输事故中的人员损伤（交通性）
disease	V88	"特指类型的非交通事故,但受害者的运输方式不明"
disease	V88.0	小汽车和两轮或三轮机动车之间碰撞造成的人员损伤，非交通性
disease	V88.1	其他机动车辆和两轮或三轮机动车之间碰撞造成的人员损伤，非交通性
disease	V88.2	小汽车和轻型货车或篷车之间碰撞造成的人员损伤，非交通性
disease	V88.3	小汽车和公共汽车之间碰撞造成的人员损伤，非交通性
disease	V88.4	小汽车和重型运输车之间碰撞造成的人员损伤，非交通性
disease	V88.5	重型运输车和公共汽车之间碰撞造成的人员损伤，非交通性
disease	V88.6	火车或铁路车辆和小汽车之间碰撞造成的人员损伤，非交通性
disease	V88.7	其他特指机动车辆之间碰撞造成的人员损伤，非交通性
disease	V88.8	其他特指的涉及机动车辆非碰撞性运输事故中的人员损伤，非交通性
disease	V88.9	其他特指的涉及非机动车辆（碰撞性）（非碰撞性）运输事故中的人员损伤，非交通性
disease	V89	"机动或非机动车辆事故,车辆类型未特指"
disease	V89.0	未特指的机动车辆事故中的人员损伤，非交通性
disease	V89.1	未特指的非机动车辆事故中的人员损伤，非交通性
disease	V89.2	未特指的机动车辆事故中的人员损伤，交通性
disease	V89.3	"未特指的非机动车辆事故中的人员损伤,交通性"
disease	V89.9	未特指的车辆事故中的人员损伤
disease	V90	船舶事故引起的淹溺和沉没
disease	V90.0	船舶事故引起的淹溺和沉没：商船
disease	V90.1	船舶事故引起的淹溺和沉没：客轮
disease	V90.2	船舶事故引起的淹溺和沉没：渔船
disease	V90.3	船舶事故引起的淹溺和沉没：其他机动船
disease	V90.4	船舶事故引起的淹溺和沉没：帆船
disease	V90.5	船舶事故引起的淹溺和沉没：独木舟或爱斯基摩皮艇
disease	V90.6	船舶事故引起的淹溺和沉没：可充气小船（无动力的）
disease	V90.7	船舶事故引起的淹溺和沉没：滑水板
disease	V90.8	船舶事故引起的淹溺和沉没：其他无动力船舶
disease	V90.9	船舶事故引起的淹溺和沉没：未特指的船舶
disease	V91	船舶事故引起的其他损伤
disease	V91.0	船舶事故引起的其他损伤：商船
disease	V91.1	船舶事故引起的其他损伤：客轮
disease	V91.2	船舶事故引起的其他损伤：渔船
disease	V91.3	船舶事故引起的其他损伤：其他机动船
disease	V91.4	船舶事故引起的其他损伤：帆船
disease	V91.5	船舶事故引起的其他损伤：独木舟或爱斯基摩皮艇
disease	V91.6	船舶事故引起的其他损伤：可充气小船（无动力的）
disease	V91.7	船舶事故引起的其他损伤：滑水板
disease	V91.8	船舶事故引起的其他损伤：其他无动力船舶
disease	V91.9	船舶事故引起的其他损伤：未特指的船舶
disease	V92	与水上运输有关的非船舶事故的淹溺和沉没
disease	V92.0	与水上运输有关的非船舶事故的淹溺和沉没：商船
disease	V92.1	与水上运输有关的非船舶事故的淹溺和沉没：客轮
disease	V92.2	与水上运输有关的非船舶事故的淹溺和沉没：渔船
disease	V92.3	与水上运输有关的非船舶事故的淹溺和沉没：其他机动船
disease	V92.4	与水上运输有关的非船舶事故的淹溺和沉没：帆船
disease	V92.5	与水上运输有关的非船舶事故的淹溺和沉没：独木舟或爱斯基摩皮艇
disease	V92.6	与水上运输有关的非船舶事故的淹溺和沉没：可充气小船（无动力的）
disease	V92.7	与水上运输有关的非船舶事故的淹溺和沉没：滑水板
disease	V92.8	与水上运输有关的非船舶事故的淹溺和沉没：其他无动力船舶
disease	V92.9	与水上运输有关的非船舶事故的淹溺和沉没：未特指的船舶
disease	V93	非船舶事故的船上事故，未引起淹溺和沉没
disease	V93.0	非船舶事故的船上事故，未引起淹溺和沉没：商船
disease	V93.1	非船舶事故的船上事故，未引起淹溺和沉没：客轮
disease	V93.2	非船舶事故的船上事故，未引起淹溺和沉没：渔船
disease	V93.3	非船舶事故的船上事故，未引起淹溺和沉没：其他机动船
disease	V93.4	非船舶事故的船上事故，未引起淹溺和沉没：帆船
disease	V93.5	非船舶事故的船上事故，未引起淹溺和沉没：独木舟或爱斯基摩皮艇
disease	V93.6	非船舶事故的船上事故，未引起淹溺和沉没：可充气小船（无动力的）
disease	V93.7	非船舶事故的船上事故，未引起淹溺和沉没：滑水板
disease	V93.8	非船舶事故的船上事故，未引起淹溺和沉没：其他无动力船舶
disease	V93.9	非船舶事故的船上事故，未引起淹溺和沉没：未特指的船舶
disease	V94	其他和未特指的水上运输事故
disease	V94.0	其他和未特指的水上运输事故：商船
disease	V94.1	其他和未特指的水上运输事故：客轮
disease	V94.2	其他和未特指的水上运输事故：渔船
disease	V94.3	其他和未特指的水上运输事故：其他机动船
disease	V94.4	其他和未特指的水上运输事故：帆船
disease	V94.5	其他和未特指的水上运输事故：独木舟或爱斯基摩皮艇
disease	V94.6	其他和未特指的水上运输事故：可充气小船（无动力的）
disease	V94.7	其他和未特指的水上运输事故：滑水板
disease	V94.8	其他和未特指的水上运输事故：其他无动力船舶
disease	V94.9	其他和未特指的水上运输事故：未特指的船舶
disease	V95	动力飞行器事故引起乘员损伤
disease	V95.0	直升飞机事故伤及乘员
disease	V95.1	超轻型、轻型或动力滑翔机事故伤及乘员
disease	V95.2	其他有固定机翼的私人飞机事故伤及乘员
disease	V95.3	有固定机翼的商用飞机事故伤及乘员
disease	V95.4	航天飞行器事故伤及乘员
disease	V95.8	其他飞行器事故伤及乘员
disease	V95.9	未特指的飞行器事故伤及乘员
disease	V96	无动力飞行器事故引起乘员损伤
disease	V96.0	气球事故伤及乘员
disease	V96.1	悬吊滑翔机事故伤及乘员
disease	V96.2	（无动力）滑翔机事故伤及乘员
disease	V96.8	其他无动力飞行器事故伤及乘员
disease	V96.9	未特指的无动力飞行器事故伤及乘员
disease	V97	其他特指的空中运输事故
disease	V97.0	在其他特指空中运输事故中飞行器乘员的损伤
disease	V97.1	在上下飞行器时的人员损伤
disease	V97.2	空中运输事故中跳伞者的损伤
disease	V97.3	空中运输事故中地面人员的损伤
disease	V97.8	其他空中运输事故，不可归类在他处者
disease	V98	其他特指的运输事故
disease	V99	未特指的运输事故
disease	W00	在涉及冰和雪的同一平面上跌倒
disease	W01	在同一平面上滑倒、绊倒和摔倒
disease	W02	涉及溜冰、滑雪、溜旱冰或滑板时的跌倒
disease	W03	被别人碰撞或推动引起的在同一平面上的其他跌倒
disease	W04	在被他人运送或搀扶时跌倒
disease	W05	涉及轮椅上的跌落
disease	W06	涉及床上的跌落
disease	W07	涉及椅子上的跌落
disease	W08	涉及其他家具上的跌落
disease	W09	涉及运动场设施上的跌落
disease	W10	在楼梯或台阶上跌倒和跌落
disease	W11	在梯子上跌倒和跌落
disease	W12	在脚手架上跌倒和跌落
disease	W13	从房屋或建筑结构上跌落或跌出
disease	W14	从树上跌落
disease	W15	从悬崖上跌落
disease	W16	潜水或跳水引起的损伤，除外淹溺和沉没
disease	W17	从一个平面至另一平面的其他跌落
disease	W18	在同一平面的其他跌倒
disease	W19	未特指的跌倒
disease	W20	被投掷、抛出或坠落物体击中
disease	W21	撞在体育设施上或被体育设施击中
disease	W22	撞在其他物体上或被其他物体击中
disease	W23	被物体钩住、挤压、轧住或夹住
disease	W24	接触升降和传送装置，不可归类在他处者
disease	W25	接触锋利的玻璃
disease	W26	接触其他尖锐物体
disease	W26.0	接触刀、剑或匕首
disease	W26.8	接触其他尖锐物体，不能分类于他处者
disease	W26.9	接触未特指的尖锐物体
disease	W27	接触无动力手工工具
disease	W28	接触动力割草机
disease	W29	接触其他动力手工工具和家用机械
disease	W30	接触农业机械
disease	W31	接触其他和未特指的机械
disease	W32	手枪发射
disease	W33	步枪、猎枪和较大火器发射
disease	W34	其他和未特指的火器发射
disease	W35	锅炉爆炸和破裂
disease	W36	高压气罐爆炸和破裂
disease	W37	压缩轮胎、管子和软管爆炸和破裂
disease	W38	其他特指压缩装置的爆炸和破裂
disease	W39	烟火发射
disease	W40	其他材料爆炸
disease	W41	暴露于高压喷射下
disease	W42	暴露于噪声下
disease	W43	暴露于振动下
disease	W44	异物进入或穿入眼或自然腔口
disease	W45	异物或物体经皮肤进入
disease	W46	接触皮下注射器针头
disease	W49	暴露于其他和未特指的无生命机械性力量下
disease	W50	被别人殴打、踢、拧、咬或抓伤
disease	W51	撞到别人或意外被别人碰撞
disease	W52	被蜂拥人群挤压、推挤或踏踩
disease	W53	被鼠咬伤
disease	W54	被狗咬伤或抓伤
disease	W55	被其他哺乳动物咬伤或抓伤
disease	W56	接触海生动物的损伤
disease	W57	被无毒昆虫和其他无毒节肢动物咬伤或螫伤
disease	W58	被鳄鱼或短吻鳄咬伤或抓伤
disease	W59	被其他爬行动物咬伤或压伤
disease	W60	接触植物荆棘和刺以及锐利叶片的损伤
disease	W64	暴露于其他和未特指的有生命机械性力量下
disease	W65	在浴盆内淹溺和沉没
disease	W66	落入浴盆后淹溺和沉没
disease	W67	在游泳池中淹溺和沉没
disease	W68	落入游泳池后淹溺和沉没
disease	W69	在自然水域中淹溺和沉没
disease	W70	落入自然水域后淹溺和沉没
disease	W73	其他特指的淹溺和沉没
disease	W74	未特指的淹溺和沉没
disease	W75	在床上意外窒息和绞窄
disease	W76	其他意外悬吊和绞窄
disease	W77	塌方、坠落土块和其他物质引起对呼吸的威胁
disease	W78	吸入胃内容物
disease	W79	吸入或咽下食物引起的呼吸道梗阻
disease	W80	吸入和咽下其他物体引起的呼吸道梗阻
disease	W81	被封闭于或陷入低氧环境
disease	W83	其他特指的对呼吸的威胁
disease	W84	未特指的对呼吸的威胁
disease	W85	暴露于输电线路下
disease	W86	暴露于其他特指的电流下
disease	W87	暴露于未特指的电流下
disease	W88	暴露于电离辐射下
disease	W89	暴露于人造可见光和紫外线下
disease	W90	暴露于其他非电离辐射下
disease	W91	暴露于未特指类型的辐射下
disease	W92	暴露于人为原因的过热环境下
disease	W93	暴露于人为原因的过冷环境下
disease	W94	暴露于高气压、低气压和气压改变环境下
disease	W99	暴露于其他和未特指的人为环境因素下
disease	X00	暴露于房屋或建筑结构内的无控制性火焰下
disease	X01	暴露于房屋或建筑结构外的无控制性火焰下
disease	X02	暴露于房屋或建筑结构内的控制性火焰下
disease	X03	暴露于房屋或建筑结构外的控制性火焰下
disease	X04	暴露于高度易燃材料的起火下
disease	X05	暴露于睡衣的起火或焚毁下
disease	X06	暴露于其他衣着用品和装饰品的起火或焚毁下
disease	X08	暴露于其他特指的烟、火和火焰下
disease	X09	暴露于未特指的烟、火和火焰下
disease	X10	接触热饮料、食物和动植物油
disease	X11	接触热自来水
disease	X12	接触其他热液体
disease	X13	接触蒸气和热蒸气
disease	X14	接触热空气和气体
disease	X15	接触热的家用器具
disease	X16	接触热的取暖器具、散热器和管
disease	X17	接触热的发动机、机械和工具
disease	X18	接触其他热的金属
disease	X19	接触其他和未特指的热和烫的物质
disease	X20	接触毒蛇和蜥蜴
disease	X21	接触毒蜘蛛
disease	X22	接触蝎子
disease	X23	接触大黄蜂、黄蜂和蜜蜂
disease	X24	接触蜈蚣和（热带）有毒的千足虫
disease	X25	接触其他有毒的节肢动物
disease	X26	接触有毒的海生动物和植物
disease	X27	接触其他特指的有毒动物
disease	X28	接触其他特指的有毒植物
disease	X29	接触未特指的有毒动物或植物
disease	X30	暴露于过度自然热下
disease	X31	暴露于过度自然冷下
disease	X32	暴露于阳光下
disease	X33	闪电的受害者
disease	X34	地震受害者
disease	X34.0	地震引起的受害者
disease	X34.1	海啸受害者
disease	X34.8	地震其他特指影响的受害者
disease	X34.9	地震未特指影响的受害者
disease	X35	火山爆发受害者
disease	X36	雪崩、山崩和其他地面运动受害者
disease	X37	灾难性暴风雨受害者
disease	X38	洪水受害者
disease	X39	暴露于其他和未特指的自然力量下
disease	X40	非阿片样镇痛药、解热药和抗风湿药的意外中毒及暴露于该类药物
disease	X41	镇癫癎药、镇静催眠药、抗帕金森病药和对精神有影响的药物的意外中毒及暴露于该类药物，不可归类在他处者
disease	X42	麻醉品和致幻药[致幻剂]意外中毒及暴露于该类药物，不可归类在他处者
disease	X43	作用于自主神经系统的其他药物的意外中毒及暴露于该类药物
disease	X44	其他和未特指的药物、药剂和生物制品的意外中毒及暴露于该类物质
disease	X45	酒精的意外中毒及暴露于酒精
disease	X46	有机溶剂和卤素烃及其蒸气的意外中毒及暴露于该类物质
disease	X47	一氧化碳及其他气体和蒸气的意外中毒及暴露于该类物质
disease	X47.0	意外中毒及暴露于内燃机尾气中的一氧化碳
disease	X47.1	意外中毒及暴露于煤气中的一氧化碳
disease	X47.2	意外中毒和接触其他家用燃料中的一氧化碳
disease	X47.3	意外中毒及从其它来源接触一氧化碳
disease	X47.4	意外中毒于来源不明的一氧化碳
disease	X47.8	其他特指气体和蒸汽引起的意外中毒
disease	X47.9	未特指的气体和蒸气意外中毒
disease	X48	杀虫剂的意外中毒及暴露于杀虫剂
disease	X49	其他和未特指的化学制品和有害物质的意外中毒及暴露于该类物质
disease	X50	操劳过度和剧烈或重复运动
disease	X51	旅行和运动
disease	X52	长期滞留在失重环境下
disease	X53	食物缺乏
disease	X54	水缺乏
disease	X57	未特指的贫困
disease	X58	暴露于其他特指的因素下
disease	X59	暴露于未特指的因素下
disease	X59.0	暴露于未特指因素导致的骨折
disease	X59.9	暴露于未特指因素导致其他和未特指的损伤
disease	X60	非阿片样镇痛药、解热药和抗风湿药的故意自毒及暴露于该类药物
disease	X61	镇癫癎药、镇静催眠药、抗帕金森病药和对精神有影响的药物的故意自毒及暴露于该类药物，不可归类在他处者
disease	X62	麻醉品和致幻药[致幻剂]故意自毒及暴露于该类药物，不可归类在他处者
disease	X63	作用于自主神经系统的其他药物的故意自毒及暴露于该类药物
disease	X64	其他和未特指的药物、药剂和生物制品的故意自毒及暴露于该类药物
disease	X65	酒精的故意自毒及暴露于酒精
disease	X66	有机溶剂和卤素烃及其蒸气的故意自毒及暴露于该类物质
disease	X67	其他气体和蒸气的故意自毒及暴露于该类物质
disease	X67.0	故意自毒和暴露于内燃机排气
disease	X67.1	故意自毒和暴露于日用煤气中的一氧化碳
disease	X67.2	故意自毒和接触其他家用燃料中的
disease	X67.3	故意自毒和接触其他来源的一氧化碳
disease	X67.4	故意自毒于其他未特指来源的一氧化碳
disease	X67.8	故意自毒于其他特指的气体和蒸气
disease	X67.9	故意自毒于未特指的气体和蒸汽
disease	X68	杀虫剂的故意自毒及暴露于杀虫剂
disease	X69	其他和未特指的化学制品和有害物质的故意自毒及暴露于该类物质
disease	X70	用悬吊、绞勒和窒息方式故意自害
disease	X71	用淹溺和沉没方式故意自害
disease	X72	用手枪发射方式故意自害
disease	X73	用步枪、猎枪和大型火器发射方式故意自害
disease	X74	用其他和未特指的火器发射方式故意自害
disease	X75	用爆炸物方式故意自害
disease	X76	用烟、火和火焰方式故意自害
disease	X77	用蒸气、热气和热物体方式故意自害
disease	X78	用尖锐物体方式故意自害
disease	X79	用钝器方式故意自害
disease	X80	用从高处跳下方式故意自害
disease	X81	用跳下或躺倒在移动物体前的方式故意自害
disease	X82	用机动车辆碰撞方式故意自害
disease	X83	用其他特指的方式故意自害
disease	X84	用未特指的方式故意自害
disease	X85	用药物、药剂和生物制品进行加害
disease	X86	用腐蚀性物质进行加害
disease	X87	用杀虫剂进行加害
disease	X88	用气体和蒸气进行加害
disease	X88.0	内燃机排气中一氧化碳的进行加害
disease	X88.1	用日用气体中的一氧化碳进行加害
disease	X88.2	用其他家用燃料的一氧化碳进行加害
disease	X88.3	用其他来源的一氧化碳进行加害
disease	X88.4	用未特指来源的一氧化碳进行加害
disease	X88.8	用其他特指的气体和蒸汽进行加害
disease	X88.9	用未特指的气体和蒸汽进行加害
disease	X89	用其他特指的化学制品和有害物质进行加害
disease	X90	用未特指的化学制品或有害物质进行加害
disease	X91	用悬吊、绞勒和窒息进行加害
disease	X92	用淹溺和沉没进行加害
disease	X93	用手枪发射进行加害
disease	X94	用步枪、猎枪和大型火器发射进行加害
disease	X95	用其他和未特指的火器发射进行加害
disease	X96	用爆炸物进行加害
disease	X97	用烟、火和火焰进行加害
disease	X98	用蒸气、热气和热物体进行加害
disease	X99	用尖锐物体进行加害
disease	Y00	用钝器进行加害
disease	Y01	用从高处推下进行加害
disease	Y02	用将受害者推向或放置在移动物体前进行加害
disease	Y03	用机动车辆碰撞进行加害
disease	Y04	用暴力进行加害
disease	Y05	暴力的性加害
disease	Y06	被忽视照料和遗弃
disease	Y06.0	被配偶或伴侣忽视照料和遗弃
disease	Y06.1	被父母忽视照料和遗弃
disease	Y06.2	被熟人或朋友忽视照料和遗弃
disease	Y06.8	被其他特指人员忽视照料和遗弃
disease	Y06.9	被未特指人员忽视照料和遗弃
disease	Y07	其他虐待
disease	Y07.0	被配偶或伴侣虐待
disease	Y07.1	被父母虐待
disease	Y07.2	被熟人或朋友虐待
disease	Y07.3	被官方机构虐待
disease	Y07.8	被其他特指人员虐待
disease	Y07.9	被未特指人员虐待
disease	Y08	用其他特指的手段进行加害
disease	Y09	用未特指的手段进行加害
disease	Y10	非阿片样镇痛药、解热药和抗风湿药的中毒及暴露于该类药物，意图不确定的
disease	Y11	镇癫癎药、镇静催眠药、抗帕金森病药和对精神有影响的药物的中毒及暴露于该类药物，不可归类在他处，意图不确定的
disease	Y12	麻醉品和致幻药[致幻剂]的中毒及暴露于该类药物，不可归类在他处，意图不确定的
disease	Y13	作用于自主神经系统的其他药物的中毒及暴露于该类药物，意图不确定的
disease	Y14	其他和未特指的药物、药剂和生物制品的中毒及暴露于该类药物，意图不确定的
disease	Y15	酒精中毒及暴露于酒精，意图不确定的
disease	Y16	有机溶剂和卤素烃及其蒸气的中毒及暴露于该类物质，意图不确定的
disease	Y17	其他气体和蒸气的中毒及暴露于该类物质，意图不确定的
disease	Y17.0	内燃机废气中的一氧化碳中毒及暴露于该类物质
disease	Y17.1	日用气体中的一氧化碳中毒及暴露于该类物质
disease	Y17.2	其他家用燃料的一氧化碳中毒及暴露于该类物质
disease	Y17.3	其他来源的一氧化碳中毒及暴露于该类物质
disease	Y17.4	未特指来源的一氧化碳中毒及暴露于该类物质
disease	Y17.8	其他特指的气体和蒸汽的中毒及暴露于该类物质
disease	Y17.9	未特指的气体和蒸汽的中毒及暴露于该类物质
disease	Y18	杀虫剂的中毒及暴露于杀虫剂，意图不确定的
disease	Y19	其他和未特指的化学制品和有害物质的中毒及暴露于该类物质，意图不确定的
disease	Y20	悬吊、绞勒和窒息，意图不确定的
disease	Y21	淹溺和沉没，意图不确定的
disease	Y22	手枪发射，意图不确定的
disease	Y23	步枪、猎枪和大型火器发射，意图不确定的
disease	Y24	其他和未特指的火器发射，意图不确定的
disease	Y25	接触爆炸物，意图不确定的
disease	Y26	暴露于烟、火和火焰下，意图不确定的
disease	Y27	接触蒸气、热气和热物体，意图不确定的
disease	Y28	接触尖锐物体，意图不确定的
disease	Y29	接触钝器，意图不确定的
disease	Y30	从高处跌落、跳下或被推下，意图不确定的
disease	Y31	在移动物体前跌倒、躺卧或跑动以及进入移动物体，意图不确定的
disease	Y32	机动车辆的碰撞，意图不确定的
disease	Y33	其他特指的事件，意图不确定的
disease	Y34	未特指的事件，意图不确定的
disease	Y35	依法处置
disease	Y35.0	涉及火器发射的依法处置
disease	Y35.1	涉及爆炸物的依法处置
disease	Y35.2	涉及气体的依法处置
disease	Y35.3	涉及钝器的依法处置
disease	Y35.4	涉及锐器的依法处置
disease	Y35.5	依法处以死刑
disease	Y35.6	涉及其他特指手段的依法处置
disease	Y35.7	依法处置，手段未特指
disease	Y36	作战行动
disease	Y36.0	涉及水中武器爆炸的作战行动
disease	Y36.1	涉及飞行器被破坏的作战行动
disease	Y36.2	涉及其他爆炸和弹片的作战行动
disease	Y36.3	涉及炮火、大火和热物质的作战行动
disease	Y36.4	涉及常规战争的火器发射和其他形式的作战行动
disease	Y36.5	涉及核武器的作战行动
disease	Y36.6	涉及生物武器的作战行动
disease	Y36.7	涉及非常规战争的化学武器或其他形式的作战行动
disease	Y36.8	发生在敌对行动停止后的作战行动
disease	Y36.9	作战行动，未特指
disease	Y40	全身性抗生素的有害效应
disease	Y40.0	青霉素类的有害效应
disease	Y40.1	头孢菌素和其他β内酰胺类抗生素的有害效应
disease	Y40.2	氯霉素族的有害效应
disease	Y40.3	大环内酯类的有害效应
disease	Y40.4	四环素类的有害效应
disease	Y40.5	氨基糖甙类的有害效应
disease	Y40.6	利福霉素类的有害效应
disease	Y40.7	全身性应用的抗真菌性抗生素的有害效应
disease	Y40.8	其他全身性抗生素的有害效应
disease	Y40.9	未特指全身性抗生素的有害效应
disease	Y41	其他全身性抗感染药和抗寄生虫药的有害效应
disease	Y41.0	磺胺类的有害效应
disease	Y41.1	抗分枝杆菌药的有害效应
disease	Y41.2	抗疟疾和对其他血液原虫有作用的药的有害效应
disease	Y41.3	其他抗原虫药的有害效应
disease	Y41.4	驱蠕虫药的有害效应
disease	Y41.5	抗病毒药的有害效应
disease	Y41.8	其他特指的全身性抗感染药和抗寄生虫药的有害效应
disease	Y41.9	未特指的全身性抗感染药和抗寄生虫药的有害效应
disease	Y42	激素类及其合成代用品和拮抗剂的有害效应，不可归类在他处者
disease	Y42.0	糖（肾上腺）皮质激素类及其合成的类似物的有害效应
disease	Y42.1	甲状腺激素类及其代用品的有害效应
disease	Y42.2	抗甲状腺药的有害效应
